Domain,Receive Time,Serial #,Type,Threat/Content Type,Config Version,Generate Time,Source address,Destination address,NAT Source IP,NAT Destination IP,Rule,Source User,Destination User,Application,Virtual System,Source Zone,Destination Zone,Inbound Interface,Outbound Interface,Log Action,Time Logged,Session ID,Repeat Count,Source Port,Destination Port,NAT Source Port,NAT Destination Port,Flags,IP Protocol,Action,Bytes,Bytes Sent,Bytes Received,Packets,Start Time,Elapsed Time (sec),Category,,Sequence Number,Action Flags,Source Country,Destination Country,,Packets Sent,Packets Received,Session End Reason,DG Hierarchy Level 1,DG Hierarchy Level 2,DG Hierarchy Level 3,DG Hierarchy Level 4,Virtual System Name,Device Name,Action Source,Source VM UUID,Destination VM UUID,Tunnel ID/IMSI,Monitor Tag/IMEI,Parent Session ID,Parent Session Start Time,Tunnel,SCTP Association ID,SCTP Chunks,SCTP Chunks Sent,SCTP Chunks Received,UUID for rule,HTTP/2 Connection,link_change_count,policy_id,link_switches,sdwan_cluster,sdwan_device_type,sdwan_cluster_type,sdwan_site,dynusergroup_name,XFF address,Source Device Category,Source Device Profile,Source Device Model,Source Device Vendor,Source Device OS Family,Source Device OS Version,Source Hostname,Source Mac Address,Destination Device Category,Destination Device Profile,Destination Device Model,Destination Device Vendor,Destination Device OS Family,Destination Device OS Version,Destination Hostname,Destination Mac Address,Container ID,POD Namespace,POD Name,Source External Dynamic List,Destination External Dynamic List,Host ID,Serial Number,Source Dynamic Address Group,Destination Dynamic Address Group,session_owner,High Res Timestamp,nssai_sst,nssai_sd,Subcategory of app,Category of app,Technology of app,Risk of app,Characteristic of app,Container of app,Tunneled app,SaaS of app,Sanctioned State of app,offloaded,flow_type,cluster_name,AI Traffic,AI Forward Error,K8S Cluster ID,tcp_rtt_c2s,tcp_rtt_s2c,total_n_ooseq_c2s,total_n_ooseq_s2c,tcp_retransit_cnt_c2s,tcp_retransit_cnt_s2c,tcp_zero_window_cnt_c2s,tcp_zero_window_cnt_s2c
1,9/2/25 7:13,025409001032,TRAFFIC,end,2818,9/2/25 7:13,10.61.9.5,10.160.40.28,,,cloud-to-dmz,,,snmpv1-get-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:13,8262314,1,50267,161,0,0,0x19,udp,allow,35095,17153,17942,352,9/2/25 7:12,10,any,,7543384744871713980,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,176,176,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,Printer,Zebra Label Printer,ZD410,Zebra Technologies,Link-OS,Link-OS,NOROBGLBL08,48:a4:93:c0:6d:aa,,,,,,,,,,,2025-09-02T07:13:38.362-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:13,025409001032,TRAFFIC,end,2818,9/2/25 7:13,10.61.9.5,10.160.36.74,,,cloud-to-dmz,,,snmpv1-get-next-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:13,1996207,1,50267,161,0,0,0x19,udp,allow,12736,6274,6462,130,9/2/25 7:12,10,any,,7543384744871712685,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,65,65,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-02T07:13:38.314-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:13,025409001032,TRAFFIC,end,2818,9/2/25 7:13,10.61.9.5,10.160.40.39,,,cloud-to-dmz,,,snmpv1-get-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:13,6795801,1,50267,161,0,0,0x19,udp,allow,72651,36040,36611,731,9/2/25 7:12,36,any,,7543384744871690843,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,366,365,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-02T07:13:34.362-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:13,025409001032,TRAFFIC,end,2818,9/2/25 7:13,10.61.9.5,10.160.40.42,,,cloud-to-dmz,,,snmpv1-get-next-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:13,2965683,1,50267,161,0,0,0x19,udp,allow,20285,10095,10190,206,9/2/25 7:12,38,any,,7543384744871673101,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,104,102,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-02T07:13:31.369-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:13,025409001032,TRAFFIC,end,2818,9/2/25 7:13,10.61.9.5,10.150.253.245,,,cloud-to-dmz,,,snmpv1-get-next-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.67,,9/2/25 7:13,517886,1,50267,161,0,0,0x19,udp,allow,10904,5313,5591,114,9/2/25 7:12,12,any,,7543384744871665146,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,57,57,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-02T07:13:30.333-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:13,025409001032,TRAFFIC,end,2818,9/2/25 7:13,10.61.9.5,10.160.40.36,,,cloud-to-dmz,,,web-browsing,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:13,5082448,1,52680,80,0,0,0x1c,tcp,allow,1046,456,590,11,9/2/25 7:11,100,private-ip-addresses,,7543384744871635507,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,6,5,tcp-fin,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-02T07:13:25.362-05:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:13,025409001032,TRAFFIC,end,2818,9/2/25 7:13,10.61.9.5,10.160.40.34,,,cloud-to-dmz,,,snmpv1-get-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:13,7362103,1,50267,161,0,0,0x19,udp,allow,35195,17253,17942,353,9/2/25 7:12,17,any,,7543384744871548722,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,177,176,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,Printer,Zebra Label Printer,ZD410,Zebra Technologies,Link-OS,Link-OS,50N224603993,48:a4:93:bf:fd:82,,,,,,,,,,,2025-09-02T07:13:10.385-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:13,025409001032,TRAFFIC,end,2818,9/2/25 7:13,10.61.9.5,10.138.205.48,,,cloud-to-dmz,,,snmpv1-get-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:13,6636389,1,50267,161,0,0,0x19,udp,allow,54991,27021,27970,564,9/2/25 7:12,9,any,,7543384744871532345,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,282,282,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-02T07:13:07.506-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:13,025409001032,TRAFFIC,end,2818,9/2/25 7:13,10.61.9.5,10.160.48.37,,,cloud-to-dmz,,,snmpv1-get-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:13,7873744,1,50267,161,0,0,0x19,udp,allow,1116,551,565,12,9/2/25 7:12,0,any,,7543384744871509323,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,6,6,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,Printer,Intermec Label Printer,PC43d,Honeywell/Intermec,,,PC43341C2120011,00:10:40:db:e3:80,,,,,,,,,,,2025-09-02T07:13:03.385-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:13,025409001032,TRAFFIC,end,2818,9/2/25 7:13,10.61.9.5,10.160.36.53,,,cloud-to-dmz,,,snmpv1-get-next-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:13,8782254,1,50267,161,0,0,0x19,udp,allow,12836,6374,6462,131,9/2/25 7:12,19,any,,7543384744871502241,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,66,65,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,Printer,HP-Printer,,,,,NPIF1A0BE,48:9e:bd:f1:a0:be,,,,,,,,,,,2025-09-02T07:13:02.352-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:12,025409001032,TRAFFIC,end,2818,9/2/25 7:12,10.61.9.5,10.160.32.143,,,cloud-to-dmz,,,snmpv1-get-next-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:12,3275911,1,50267,161,0,0,0x19,udp,allow,18331,9066,9265,186,9/2/25 7:12,7,any,,7543384744871490640,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,93,93,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-02T07:13:00.389-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:12,025409001032,TRAFFIC,end,2818,9/2/25 7:12,10.61.9.5,10.138.205.244,,,cloud-to-dmz,,,snmpv1-get-next-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:12,2465253,1,50267,161,0,0,0x19,udp,allow,6065,2968,3097,64,9/2/25 7:12,2,any,,7543384744871488671,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,32,32,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,Printer,HP-Printer,LaserJet 400 M401n,HP Inc.,LynxOS,LynxOS,H41MONTP20,64:51:06:20:7c:3d,,,,,,,,,,,2025-09-02T07:13:00.335-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:12,025409001032,TRAFFIC,end,2818,9/2/25 7:12,10.61.9.5,10.160.36.59,,,cloud-to-dmz,,,snmpv1-get-next-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:12,6730547,1,50267,161,0,0,0x19,udp,allow,12740,6274,6466,130,9/2/25 7:12,10,any,,7543384744871478645,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,65,65,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-02T07:12:58.502-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:12,025409001032,TRAFFIC,end,2818,9/2/25 7:12,10.61.9.5,10.138.205.225,,,cloud-to-dmz,,,snmpv1-get-next-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:12,8970691,1,50267,161,0,0,0x19,udp,allow,6159,2968,3191,65,9/2/25 7:12,15,any,,7543384744871477684,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,32,33,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-02T07:12:58.381-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:12,025409001032,TRAFFIC,end,2818,9/2/25 7:12,10.61.9.5,10.160.32.145,,,cloud-to-dmz,,,snmpv1-get-next-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:12,2787311,1,50267,161,0,0,0x19,udp,allow,18331,9066,9265,186,9/2/25 7:12,8,any,,7543384744871434918,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,93,93,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,Printer,HP-Printer,,HP Inc.,LynxOS,LynxOS,,e0:70:ea:4a:24:31,,,,,,,,,,,2025-09-02T07:12:51.378-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:12,025409001032,TRAFFIC,end,2818,9/2/25 7:12,10.61.9.5,10.150.254.241,,,cloud-to-dmz,,,snmpv1-get-next-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.67,,9/2/25 7:12,1858706,1,50267,161,0,0,0x19,udp,allow,10905,5313,5592,114,9/2/25 7:12,3,any,,7543384744871434862,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,57,57,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-02T07:12:51.377-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:12,025409001032,TRAFFIC,end,2818,9/2/25 7:12,10.61.9.5,10.160.48.38,,,cloud-to-dmz,,,snmpv1-get-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:12,5685020,1,50267,161,0,0,0x19,udp,allow,1116,551,565,12,9/2/25 7:12,0,any,,7543384744871388609,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,6,6,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-02T07:12:43.505-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:12,025409001032,TRAFFIC,end,2818,9/2/25 7:12,10.61.9.5,10.160.32.140,,,cloud-to-dmz,,,snmpv1-get-next-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:12,143463,1,50267,161,0,0,0x19,udp,allow,8348,3247,5101,88,9/2/25 7:11,50,any,,7543384744871387959,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,35,53,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,Printer,HP-Printer,,HP Inc.,LynxOS,LynxOS,NPIA7F417,e4:e7:49:a7:f4:17,,,,,,,,,,,2025-09-02T07:12:43.388-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:12,025409001032,TRAFFIC,end,2818,9/2/25 7:12,10.61.9.5,10.160.40.65,,,cloud-to-dmz,,,snmpv1-get-next-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:12,1533833,1,50267,161,0,0,0x19,udp,allow,35403,17466,17937,366,9/2/25 7:11,10,any,,7543384744871359256,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,183,183,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,Printer,Lexmark Printer,XM7355,"Lexmark International, Inc.",,,NOROBGPRT10,78:8c:77:16:1f:b5,,,,,,,,,,,2025-09-02T07:12:38.346-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:12,025409001032,TRAFFIC,end,2818,9/2/25 7:12,10.61.9.5,10.160.40.33,,,cloud-to-dmz,,,snmpv1-get-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:12,7984957,1,50267,161,0,0,0x19,udp,allow,35095,17153,17942,352,9/2/25 7:11,6,any,,7543384744871337853,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,176,176,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,Printer,Zebra Label Printer,ZD410,Zebra Technologies,Link-OS,Link-OS,50N224604000,48:a4:93:c1:3b:ac,,,,,,,,,,,2025-09-02T07:12:34.381-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:12,025409001032,TRAFFIC,end,2818,9/2/25 7:12,10.61.9.5,10.138.205.230,,,cloud-to-dmz,,,snmpv1-get-next-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:12,7632882,1,50267,161,0,0,0x19,udp,allow,29386,14499,14887,304,9/2/25 7:11,15,any,,7543384744871330019,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,152,152,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-02T07:12:33.308-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:12,025409001032,TRAFFIC,end,2818,9/2/25 7:12,10.61.9.5,10.150.249.12,,,cloud-to-dmz,,,snmpv1-get-next-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.67,,9/2/25 7:12,2260332,1,50267,161,0,0,0x19,udp,allow,19637,9733,9904,199,9/2/25 7:11,30,any,,7543384744871301536,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,100,99,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-02T07:12:28.377-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:12,025409001032,TRAFFIC,end,2818,9/2/25 7:12,10.61.9.5,10.150.253.246,,,cloud-to-dmz,,,snmpv1-get-next-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.67,,9/2/25 7:12,1792455,1,50267,161,0,0,0x19,udp,allow,18331,9066,9265,186,9/2/25 7:11,10,any,,7543384744871299955,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,93,93,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-02T07:12:28.327-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:12,025409001032,TRAFFIC,end,2818,9/2/25 7:12,10.61.9.5,10.160.36.190,,,cloud-to-dmz,,,snmpv1-get-next-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:12,4459216,1,50267,161,0,0,0x19,udp,allow,33642,16602,17040,348,9/2/25 7:11,30,any,,7543384744871299875,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,174,174,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-02T07:12:28.322-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:12,025409001032,TRAFFIC,end,2818,9/2/25 7:12,10.61.9.5,10.160.32.144,,,cloud-to-dmz,,,snmpv1-get-next-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:12,5332525,1,50267,161,0,0,0x19,udp,allow,8481,2968,5513,89,9/2/25 7:11,15,any,,7543384744871272362,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,32,57,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-02T07:12:23.350-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:12,025409001032,TRAFFIC,end,2818,9/2/25 7:12,10.61.9.5,10.160.40.36,,,cloud-to-dmz,,,snmpv1-get-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:12,1003143,1,50267,161,0,0,0x19,udp,allow,72641,36040,36601,731,9/2/25 7:11,28,any,,7543384744871242144,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,366,365,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-02T07:12:18.344-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
1,9/2/25 7:12,025409001032,TRAFFIC,end,2818,9/2/25 7:12,10.61.9.5,10.160.40.30,,,cloud-to-dmz,,,snmpv1-get-request,vsys1,zone-internal,zone-dmz,ae1.10,ae1.66,,9/2/25 7:12,6967905,1,50267,161,0,0,0x19,udp,allow,35095,17153,17942,352,9/2/25 7:11,11,any,,7543384744871220225,0x8000000000000000,10.0.0.0-10.255.255.255,10.0.0.0-10.255.255.255,,176,176,aged-out,45,44,37,0,,Campus-TMC-fw1,from-policy,,,0,,0,,N/A,0,0,0,0,ea7cbc7d-7bd5-411a-923c-45ddfe1928f6,0,0,,,,,,,,,,,,,,,,,Printer,Zebra Label Printer,ZD410,Zebra Technologies,Link-OS,Link-OS,50N224604005,48:a4:93:c1:42:36,,,,,,,,,,,2025-09-02T07:12:14.379-05:00,,,infrastructure,networking,client-server,2,"has-known-vulnerability,pervasive-use",snmp,untunneled,no,no,0,NonProxyTraffic,,no,0,0,0,0,0,0,0,0,0,0
